key,provider,type,title,url,tv,ka,description,fullText,imageUrl
kleio|https://www.vgnkleio.nl/bronnen/de-goeie-ouwe-tijd-komt-weerom/,Kleio,TEXT,De goeie ouwe tijd komt weerom,https://www.vgnkleio.nl/bronnen/de-goeie-ouwe-tijd-komt-weerom/,9,KA38,Te zien is een Duitse soldaat die voor een drietal mensen staat. Twee van hen zijn wellicht een arbeider en iemand van de pers. Ze staan met handen achter de rug vastgebonden en hebben een doek over de mond. De soldaat zegt tegen hun “”Maul halten!””. Verschillende groepen mensen worden door de Nazi partij gecensureerd. Censuur in Nazi-Duitsland was heel extreem en werd afgedwongen door Joseph Goebbels en zijn ministerie van propaganda. Later in 1933 zouden er ook grote boekverbrandingen zijn. De weergegeven spotprent is uitgegeven op 18-03-1933. De handtekening van Tjerk Bottema is links midden geplaatst. Op de prent is een bovenschrift te lezen: De goeie ouwe tijd komt weerom. De ondertitel leest: “En nou allemaal… Maul halten!”.Tjerk Bottema werkend bij weekkrant De Notenkraker droeg bij aan de uitgave van vele originele satirische prenten gericht aan arbeiders en SDAP-leden. Deze pre,"Te zien is een Duitse soldaat die voor een drietal mensen staat. Twee van hen zijn wellicht een arbeider en iemand van de pers. Ze staan met handen achter de rug vastgebonden en hebben een doek over de mond. De soldaat zegt tegen hun “”Maul halten!””. Verschillende groepen mensen worden door de Nazi partij gecensureerd. Censuur in Nazi-Duitsland was heel extreem en werd afgedwongen door Joseph Goebbels en zijn ministerie van propaganda. Later in 1933 zouden er ook grote boekverbrandingen zijn. De weergegeven spotprent is uitgegeven op 18-03-1933. De handtekening van Tjerk Bottema is links midden geplaatst. Op de prent is een bovenschrift te lezen: De goeie ouwe tijd komt weerom. De ondertitel leest: “En nou allemaal… Maul halten!”.Tjerk Bottema werkend bij weekkrant De Notenkraker droeg bij aan de uitgave van vele originele satirische prenten gericht aan arbeiders en SDAP-leden. Deze prent is bijna honderd jaar oud. Het papier kan op plekken beschadigd zijn, zie de foto’s voor de details om te zien wat de exacte staat van de prent is.",/api/image-proxy?url=https%3A%2F%2Fwww.vgnkleio.nl%2Fwp-content%2Fuploads%2F2025%2F10%2Fimage-10.png
kleio|https://www.vgnkleio.nl/bronnen/demonstratie-nsdap-bij-communistisch-hoofdkwartier/,Kleio,TEXT,Demonstratie NSDAP bij communistisch hoofdkwartier,https://www.vgnkleio.nl/bronnen/demonstratie-nsdap-bij-communistisch-hoofdkwartier/,9,KA38,"Op 22 januari 1933 maakt Willy Römer een foto van een demonstratie van de NSDAP voor het hoofdkwartier van de Duitse Communistische Partij in Berlijn. Elders in Berlijn vinden die dag negentien antifascistische tegendemonstraties plaats.Toelichting:Op de linkerkant van de gevel staat (in vertaling): “In hun geest voorwaarts in de strijd, tegen oorlogsdreiging, fascisme, honger en kou, vóór arbeid, brood en vrijheid.”Op de hoek hangen de portretten van Lenin (de eerste leider van de Sovjet-Unie), Karl Liebknecht en Rosa Luxemburg (de vermoorde leiders van de Spartakisten). Demonstratie NSDAP bij communistisch hoofdkwartier","Op 22 januari 1933 maakt Willy Römer een foto van een demonstratie van de NSDAP voor het hoofdkwartier van de Duitse Communistische Partij in Berlijn. Elders in Berlijn vinden die dag negentien antifascistische tegendemonstraties plaats.Toelichting:Op de linkerkant van de gevel staat (in vertaling): “In hun geest voorwaarts in de strijd, tegen oorlogsdreiging, fascisme, honger en kou, vóór arbeid, brood en vrijheid.”Op de hoek hangen de portretten van Lenin (de eerste leider van de Sovjet-Unie), Karl Liebknecht en Rosa Luxemburg (de vermoorde leiders van de Spartakisten). Demonstratie NSDAP bij communistisch hoofdkwartier",/api/image-proxy?url=https%3A%2F%2Fwww.vgnkleio.nl%2Fwp-content%2Fuploads%2F2024%2F09%2Fimage-5.png
kleio|https://www.vgnkleio.nl/bronnen/si-voor-mussolini/,Kleio,TEXT,Si voor Mussolini,https://www.vgnkleio.nl/bronnen/si-voor-mussolini/,9,KA38,"Een Italiaans affiche uit 1934 (het revolutiejaar 12):ToelichtingAfgebeeld is Benito Mussolini, leider van Italië tussen 1922 en 1945.Het woord SI betekent in het Italiaans ‘ja’.In de S staan trommelaars van de ONB, de jeugdbeweging van de Italiaanse Fascistische Partij; in de I is de lijst opgenomen van parlementariërs die door de fascistische Grote Raad zijn goedgekeurd.Onderaan staat (in vertaling): ingeschreven kiezers 10.526.504, uitgebrachte stemmen (96,25%), voor-stemmen (99,84%), tegen (0,15%).","Een Italiaans affiche uit 1934 (het revolutiejaar 12):ToelichtingAfgebeeld is Benito Mussolini, leider van Italië tussen 1922 en 1945.Het woord SI betekent in het Italiaans ‘ja’.In de S staan trommelaars van de ONB, de jeugdbeweging van de Italiaanse Fascistische Partij; in de I is de lijst opgenomen van parlementariërs die door de fascistische Grote Raad zijn goedgekeurd.Onderaan staat (in vertaling): ingeschreven kiezers 10.526.504, uitgebrachte stemmen (96,25%), voor-stemmen (99,84%), tegen (0,15%).",/api/image-proxy?url=https%3A%2F%2Fwww.vgnkleio.nl%2Fwp-content%2Fuploads%2F2024%2F10%2Fimage-7-714x1024.png
kleio|https://www.vgnkleio.nl/bronnen/lloyd-george-indruk-van-nazi-duitsland,Kleio,TEXT,Lloyd George indruk van Nazi-Duitsland,https://www.vgnkleio.nl/bronnen/lloyd-george-indruk-van-nazi-duitsland,9,KA42,"De voormalige Britse minister-president David Lloyd George bezoekt in 1936 Duitsland en schrijft daarover in de Britse krant The Daily News:Hitler is een geboren leider. Een charismatische, dynamische persoon die maar een doel nastreeft, een sterke wilskracht heeft en een dapper hart. Hij is niet alleen op papier maar ook in werkelijkheid de Nationale Leider. (…) Het is waar dat elke openlijke kritiek op de regering in welke vorm dan ook is verboden. Dat betekent niet dat er geen kritiek is. Ik heb de toespraken van bekende nazi’s openlijk veroordeeld horen worden. Maar ik heb geen enkele kritiek op of afkeuring van Hitler gehoord. Hij is net zo immuun voor kritiek als een koning in een monarchie. Hij is meer. Hij is de George Washington van Duitsland – de man die zijn land onafhankelijk heeft gemaakt van al haar onderdrukkers. (…) Wat Hitler in Neurenberg1 zei was waar. De Duitsers zull","De voormalige Britse minister-president David Lloyd George bezoekt in 1936 Duitsland en schrijft daarover in de Britse krant The Daily News:Hitler is een geboren leider. Een charismatische, dynamische persoon die maar een doel nastreeft, een sterke wilskracht heeft en een dapper hart. Hij is niet alleen op papier maar ook in werkelijkheid de Nationale Leider. (…) Het is waar dat elke openlijke kritiek op de regering in welke vorm dan ook is verboden. Dat betekent niet dat er geen kritiek is. Ik heb de toespraken van bekende nazi’s openlijk veroordeeld horen worden. Maar ik heb geen enkele kritiek op of afkeuring van Hitler gehoord. Hij is net zo immuun voor kritiek als een koning in een monarchie. Hij is meer. Hij is de George Washington van Duitsland – de man die zijn land onafhankelijk heeft gemaakt van al haar onderdrukkers. (…) Wat Hitler in Neurenberg1 zei was waar. De Duitsers zullen elke indringer van hun eigen land tot de dood weerstaan maar ze hebben niet langer de wens om enig ander land binnen te vallen. De leiders van het moderne Duitsland weten maar al te goed dat Europa te groot is om door welke natie dan ook overlopen of vertrapt te worden, hoe krachtig haar bewapening ook mag zijn. Die les hebben ze in de oorlog geleerd.noot 1 In september 1936 vindt de jaarlijkse Rijkspartijdag van de NSDAP plaats in Neurenberg. Hitler spreekt tijdens de partijdag een aantal malen de menigte toe.",/api/image-proxy?url=https%3A%2F%2Fwww.vgnkleio.nl%2Fwp-content%2Fuploads%2Felementor%2Fthumbs%2FWebsitebanner-Kleio-noordhoff-rfw9nh49nwz0rllcb724sk6lodzm7nzfg9uii9k1ao.webp
kleio|https://www.vgnkleio.nl/bronnen/strijden-voor-vrouwenkiesrecht-in-duitsland,Kleio,TEXT,Strijden voor vrouwenkiesrecht in Duitsland,https://www.vgnkleio.nl/bronnen/strijden-voor-vrouwenkiesrecht-in-duitsland,9,KA42,"Ottilie Baader, een van de oprichtsters van de eerste vrouwenvakbond in Duitsland, zegt in 1902 tijdens een bijeenkomst voor vrouwenkiesrecht:Onder de vrouwelijke activisten bevinden zich zowel academisch geschoolde vrouwen1 als arbeidsters, waarvan we weten dat ze de arbeiderspartij volmondig steunen. Ik hoef hierbij alleen maar te wijzen naar kameraad Zetkin2, die zelf een academisch geschoolde dame is. Ze staat dicht bij ons, ze is als familie. Maar er zijn ook academisch geschoolde dames die het alleen maar belangrijk vinden om zich zo nu en dan publiekelijk te laten zien door een toespraak te houden voor een groot gezelschap. De meeste arbeidsters begrijpen deze dames helemaal niet, deze zogenaamde paradepaarden, waar we heel goed zonder kunnen.noot 1 vrouwen die een studie hebben gevolgd aan een universiteitnoot 2 Clara Zetkin was een Duitse activiste voor vrouwenrechten. Strijden ","Ottilie Baader, een van de oprichtsters van de eerste vrouwenvakbond in Duitsland, zegt in 1902 tijdens een bijeenkomst voor vrouwenkiesrecht:Onder de vrouwelijke activisten bevinden zich zowel academisch geschoolde vrouwen1 als arbeidsters, waarvan we weten dat ze de arbeiderspartij volmondig steunen. Ik hoef hierbij alleen maar te wijzen naar kameraad Zetkin2, die zelf een academisch geschoolde dame is. Ze staat dicht bij ons, ze is als familie. Maar er zijn ook academisch geschoolde dames die het alleen maar belangrijk vinden om zich zo nu en dan publiekelijk te laten zien door een toespraak te houden voor een groot gezelschap. De meeste arbeidsters begrijpen deze dames helemaal niet, deze zogenaamde paradepaarden, waar we heel goed zonder kunnen.noot 1 vrouwen die een studie hebben gevolgd aan een universiteitnoot 2 Clara Zetkin was een Duitse activiste voor vrouwenrechten. Strijden voor vrouwenkiesrecht in Duitsland",/api/image-proxy?url=https%3A%2F%2Fwww.vgnkleio.nl%2Fwp-content%2Fuploads%2Felementor%2Fthumbs%2Fbannerledenwerf3-r64uj0c86zb4z8a3r1rg1vj4a02qlhwj79ek6dobdc.jpg
kleio|https://www.vgnkleio.nl/bronnen/kaart-bezettingszones-duitsland-1945,Kleio,TEXT,Kaart bezettingszones Duitsland 1945,https://www.vgnkleio.nl/bronnen/kaart-bezettingszones-duitsland-1945,9,KA42,"Advertentie Advertentie Ga naar de inhoud Terug naar overzicht Gepubliceerd op 05-04-2025 Gemaakt door Wikipedia user: glglgl Advertentie Terug naar overzicht Kaart bezettingszones Duitsland 1945 Europa●Duitsland Bovenbouw●Onderbouw HAVO●PO (BB)●TTO●VMBO-BB●VMBO-GL/TL●VMBO-KB●VWO Gepubliceerd op 05-04-2025 Bron: Gemaakt door Wikipedia user: glglgl Advertentie Beheer toestemming Wij gebruiken functionele en analytische cookies op deze website. Wij slaan geen persoonlijke gegevens op, tenzij u die opzettelijk bij ons achterlaat. Functioneel Functioneel Altijd actief Noodzakelijke cookies helpen de website bruikbaar te maken, door basisfuncties als paginanavigatie. Zonder deze cookies kan de website niet goed werken. Voorkeuren Voorkeuren De technische opslag of toegang is noodzakelijk voor het legitieme doel voorkeuren op te slaan die niet door de abonnee of gebruiker zijn aangevraagd. Sta","Advertentie Advertentie Ga naar de inhoud Terug naar overzicht Gepubliceerd op 05-04-2025 Gemaakt door Wikipedia user: glglgl Advertentie Terug naar overzicht Kaart bezettingszones Duitsland 1945 Europa●Duitsland Bovenbouw●Onderbouw HAVO●PO (BB)●TTO●VMBO-BB●VMBO-GL/TL●VMBO-KB●VWO Gepubliceerd op 05-04-2025 Bron: Gemaakt door Wikipedia user: glglgl Advertentie Beheer toestemming Wij gebruiken functionele en analytische cookies op deze website. Wij slaan geen persoonlijke gegevens op, tenzij u die opzettelijk bij ons achterlaat. Functioneel Functioneel Altijd actief Noodzakelijke cookies helpen de website bruikbaar te maken, door basisfuncties als paginanavigatie. Zonder deze cookies kan de website niet goed werken. Voorkeuren Voorkeuren De technische opslag of toegang is noodzakelijk voor het legitieme doel voorkeuren op te slaan die niet door de abonnee of gebruiker zijn aangevraagd. Statistieken Statistieken De technische opslag of toegang die uitsluitend voor statistische doeleinden wordt gebruikt. Statistische cookies helpen ons begrijpen hoe bezoekers door de website bewegen, door anoniem gegevens te verzamelen. Marketing Marketing Marketingcookies worden gebruikt om gebruikersprofielen op te stellen voor het tonen van reclame, of om de gebruiker op een andere site te volgen voor soortgelijke marketingdoeleinden. Beheer optiesBeheer dienstenBeheer {vendor_count} leveranciersLees meer over deze doeleinden Accepteren Weigeren Bekijk voorkeuren Voorkeuren opslaan Bekijk voorkeuren{title}{title}{title}Beheer toestemming Menu",/api/image-proxy?url=https%3A%2F%2Fwww.vgnkleio.nl%2Fwp-content%2Fuploads%2F2025%2F04%2Fimage-21.png
kleio|https://www.vgnkleio.nl/bronnen/hoe-werd-duitsland-een-dictatuur,Kleio,TEXT,Hoe werd Duitsland een dictatuur?,https://www.vgnkleio.nl/bronnen/hoe-werd-duitsland-een-dictatuur,9,KA42,"Als Adolf Hitler in 1933 aan de macht komt in Duitsland, zet hij met zijn partij, de NSDAP, de democratie buitenspel. Hij verandert Duitsland in een totalitaire dictatuur. Een staat waarin geen plek is voor bepaalde groepen zoals Joden en Roma en Sinti. Hoe kwam Hitler aan de macht en op welke manier wist Hitler zijn tegenstanders uit te schakelen?Deze video uit de serie FF terugspoelen. Bij elke video is een lesbrief ontwikkeld. Je komt bij de video via de link.","Als Adolf Hitler in 1933 aan de macht komt in Duitsland, zet hij met zijn partij, de NSDAP, de democratie buitenspel. Hij verandert Duitsland in een totalitaire dictatuur. Een staat waarin geen plek is voor bepaalde groepen zoals Joden en Roma en Sinti. Hoe kwam Hitler aan de macht en op welke manier wist Hitler zijn tegenstanders uit te schakelen?Deze video uit de serie FF terugspoelen. Bij elke video is een lesbrief ontwikkeld. Je komt bij de video via de link.",/api/image-proxy?url=https%3A%2F%2Fwww.vgnkleio.nl%2Fwp-content%2Fuploads%2F2025%2F02%2Fimage-1-1024x571.png
kleio|https://www.vgnkleio.nl/bronnen/ontwikkeling-bbp-en-inflatie-duitsland-en-nederland-1922-1939,Kleio,TEXT,"Ontwikkeling BBP en inflatie Duitsland en Nederland, 1922-1939",https://www.vgnkleio.nl/bronnen/ontwikkeling-bbp-en-inflatie-duitsland-en-nederland-1922-1939,9,KA42,"Advertentie Advertentie Ontwikkeling BBP en inflatie Duitsland en Nederland, 1922-1939 Ga naar de inhoud Terug naar overzicht Gepubliceerd op 10-01-2025 Advertentie Terug naar overzicht Ontwikkeling BBP en inflatie Duitsland en Nederland, 1922-1939 20e eeuw Duitsland●Europa●Nederland Bovenbouw●Onderbouw HAVO●VWO Gepubliceerd op 10-01-2025 Advertentie Beheer toestemming Wij gebruiken functionele en analytische cookies op deze website. Wij slaan geen persoonlijke gegevens op, tenzij u die opzettelijk bij ons achterlaat. Functioneel Functioneel Altijd actief Noodzakelijke cookies helpen de website bruikbaar te maken, door basisfuncties als paginanavigatie. Zonder deze cookies kan de website niet goed werken. Voorkeuren Voorkeuren De technische opslag of toegang is noodzakelijk voor het legitieme doel voorkeuren op te slaan die niet door de abonnee of gebruiker zijn aangevraagd. Statistieken","Advertentie Advertentie Ontwikkeling BBP en inflatie Duitsland en Nederland, 1922-1939 Ga naar de inhoud Terug naar overzicht Gepubliceerd op 10-01-2025 Advertentie Terug naar overzicht Ontwikkeling BBP en inflatie Duitsland en Nederland, 1922-1939 20e eeuw Duitsland●Europa●Nederland Bovenbouw●Onderbouw HAVO●VWO Gepubliceerd op 10-01-2025 Advertentie Beheer toestemming Wij gebruiken functionele en analytische cookies op deze website. Wij slaan geen persoonlijke gegevens op, tenzij u die opzettelijk bij ons achterlaat. Functioneel Functioneel Altijd actief Noodzakelijke cookies helpen de website bruikbaar te maken, door basisfuncties als paginanavigatie. Zonder deze cookies kan de website niet goed werken. Voorkeuren Voorkeuren De technische opslag of toegang is noodzakelijk voor het legitieme doel voorkeuren op te slaan die niet door de abonnee of gebruiker zijn aangevraagd. Statistieken Statistieken De technische opslag of toegang die uitsluitend voor statistische doeleinden wordt gebruikt. Statistische cookies helpen ons begrijpen hoe bezoekers door de website bewegen, door anoniem gegevens te verzamelen. Marketing Marketing Marketingcookies worden gebruikt om gebruikersprofielen op te stellen voor het tonen van reclame, of om de gebruiker op een andere site te volgen voor soortgelijke marketingdoeleinden. Beheer optiesBeheer dienstenBeheer {vendor_count} leveranciersLees meer over deze doeleinden Accepteren Weigeren Bekijk voorkeuren Voorkeuren opslaan Bekijk voorkeuren{title}{title}{title}Beheer toestemming Menu",/api/image-proxy?url=https%3A%2F%2Fwww.vgnkleio.nl%2Fwp-content%2Fuploads%2F2025%2F01%2Fimage-1024x671.png
kleio|https://www.vgnkleio.nl/bronnen/verkiezingsuitslagen-duitsland-1924-1933,Kleio,TEXT,Verkiezingsuitslagen Duitsland 1924-1933,https://www.vgnkleio.nl/bronnen/verkiezingsuitslagen-duitsland-1924-1933,9,KA42,Toelichting:SPD: Sociaal-Democratische partij van Duitsland ZP/BVP: Centrumpartij/Beierse Volkspartij DDP: Duitse Democratische partij DVP: Duitse Volkspartij DNVP: Duits-Nationale Volkspartij KPD: Communistische Partij van Duitsland NSDAP: Nationaal-Socialistische Duitse Arbeiders Partij Verkiezingsuitslagen Duitsland 1924-1933,Toelichting:SPD: Sociaal-Democratische partij van Duitsland ZP/BVP: Centrumpartij/Beierse Volkspartij DDP: Duitse Democratische partij DVP: Duitse Volkspartij DNVP: Duits-Nationale Volkspartij KPD: Communistische Partij van Duitsland NSDAP: Nationaal-Socialistische Duitse Arbeiders Partij Verkiezingsuitslagen Duitsland 1924-1933,/api/image-proxy?url=https%3A%2F%2Flh7-rt.googleusercontent.com%2Fdocsz%2FAD_4nXeoQIN0AVZUXz1phxvYbGWtIdOfrh1D0fmFmMEHjki935N-Vup9BB1tjh-i78wHRN22e76BW3OZRA6XH2hVSMmRAVcXHT8mOf2gjdCPKIh1zh9Xe322IKIDqCO5HMBt887ek0mwwvK1tTSIJvCTvXM%3Fkey%3DAgrdxqWnw6c65lmDJWQGPs3L
kleio|https://www.vgnkleio.nl/bronnen/aantal-werklozen-duitsland-1929-1939,Kleio,TEXT,Aantal werklozen Duitsland 1929-1939,https://www.vgnkleio.nl/bronnen/aantal-werklozen-duitsland-1929-1939,9,KA42,"Advertentie Advertentie Ga naar de inhoud Terug naar overzicht Gepubliceerd op 10-01-2025 Bron: Histoforum Advertentie Terug naar overzicht Aantal werklozen Duitsland 1929-1939 20e eeuw Duitsland●Europa Bovenbouw●Onderbouw HAVO●VMBO-GL/TL●VWO Gepubliceerd op 10-01-2025 Bron: Bron: Histoforum Advertentie Beheer toestemming Wij gebruiken functionele en analytische cookies op deze website. Wij slaan geen persoonlijke gegevens op, tenzij u die opzettelijk bij ons achterlaat. Functioneel Functioneel Altijd actief Noodzakelijke cookies helpen de website bruikbaar te maken, door basisfuncties als paginanavigatie. Zonder deze cookies kan de website niet goed werken. Voorkeuren Voorkeuren De technische opslag of toegang is noodzakelijk voor het legitieme doel voorkeuren op te slaan die niet door de abonnee of gebruiker zijn aangevraagd. Statistieken Statistieken De technische opslag of toegang di","Advertentie Advertentie Ga naar de inhoud Terug naar overzicht Gepubliceerd op 10-01-2025 Bron: Histoforum Advertentie Terug naar overzicht Aantal werklozen Duitsland 1929-1939 20e eeuw Duitsland●Europa Bovenbouw●Onderbouw HAVO●VMBO-GL/TL●VWO Gepubliceerd op 10-01-2025 Bron: Bron: Histoforum Advertentie Beheer toestemming Wij gebruiken functionele en analytische cookies op deze website. Wij slaan geen persoonlijke gegevens op, tenzij u die opzettelijk bij ons achterlaat. Functioneel Functioneel Altijd actief Noodzakelijke cookies helpen de website bruikbaar te maken, door basisfuncties als paginanavigatie. Zonder deze cookies kan de website niet goed werken. Voorkeuren Voorkeuren De technische opslag of toegang is noodzakelijk voor het legitieme doel voorkeuren op te slaan die niet door de abonnee of gebruiker zijn aangevraagd. Statistieken Statistieken De technische opslag of toegang die uitsluitend voor statistische doeleinden wordt gebruikt. Statistische cookies helpen ons begrijpen hoe bezoekers door de website bewegen, door anoniem gegevens te verzamelen. Marketing Marketing Marketingcookies worden gebruikt om gebruikersprofielen op te stellen voor het tonen van reclame, of om de gebruiker op een andere site te volgen voor soortgelijke marketingdoeleinden. Beheer optiesBeheer dienstenBeheer {vendor_count} leveranciersLees meer over deze doeleinden Accepteren Weigeren Bekijk voorkeuren Voorkeuren opslaan Bekijk voorkeuren{title}{title}{title}Beheer toestemming Menu",/api/image-proxy?url=https%3A%2F%2Flh7-rt.googleusercontent.com%2Fdocsz%2FAD_4nXdyIKDncZ_fJSTzW_nc75lDpiOA2YTcmpVMGHEFVlAXP98LdFhpaavomIDPTr6hy3QiyJnlzZ0eIK1iiKIoyZHMBG6juoWBhcLi7ZuylBJu6bKL3NJevV_v0_5PnVZLSvExar_qgNFLRyQ4TbkhiI4%3Fkey%3DAgrdxqWnw6c65lmDJWQGPs3L
kleio|https://www.vgnkleio.nl/bronnen/hitler-over-propaganda,Kleio,TEXT,Hitler over propaganda,https://www.vgnkleio.nl/bronnen/hitler-over-propaganda,9,KA42,"In 1925 komt het boek ‘Mein Kampf’ (Mijn Strijd) uit, geschreven door Adolf Hitler. In hoofdstuk zes schrijft hij:We zien dus dat propaganda een eenvoudige lijn moet volgen en dat de basistactiek […] psychologisch verantwoord moet zijn. Wat zouden we bijvoorbeeld zeggen van een poster die reclame moest maken voor een nieuwe zeep en die andere zeep als ‘goed’ omschreef? We zouden alleen maar ons hoofd schudden.Precies hetzelfde geldt voor politieke advertenties. De functie van propaganda is […] niet het afwegen en overdenken van de rechten van verschillende mensen, maar uitsluitend het benadrukken van dat ene recht waarvoor zij wil pleiten. Het is niet haar taak om een ​​objectieve studie van de waarheid te maken, voor zover deze de vijand bevoordeelt, […] het is haar taak om ons eigen recht te dienen, altijd en onverschrokken.","In 1925 komt het boek ‘Mein Kampf’ (Mijn Strijd) uit, geschreven door Adolf Hitler. In hoofdstuk zes schrijft hij:We zien dus dat propaganda een eenvoudige lijn moet volgen en dat de basistactiek […] psychologisch verantwoord moet zijn. Wat zouden we bijvoorbeeld zeggen van een poster die reclame moest maken voor een nieuwe zeep en die andere zeep als ‘goed’ omschreef? We zouden alleen maar ons hoofd schudden.Precies hetzelfde geldt voor politieke advertenties. De functie van propaganda is […] niet het afwegen en overdenken van de rechten van verschillende mensen, maar uitsluitend het benadrukken van dat ene recht waarvoor zij wil pleiten. Het is niet haar taak om een ​​objectieve studie van de waarheid te maken, voor zover deze de vijand bevoordeelt, […] het is haar taak om ons eigen recht te dienen, altijd en onverschrokken.",/api/image-proxy?url=https%3A%2F%2Fwww.vgnkleio.nl%2Fwp-content%2Fuploads%2Felementor%2Fthumbs%2Fbannerledenwerf3-r64uj0c86zb4z8a3r1rg1vj4a02qlhwj79ek6dobdc.jpg
kleio|https://www.vgnkleio.nl/bronnen/miet-schijns-over-duitse-bezetting,Kleio,TEXT,Miet Schijns over Duitse bezetting,https://www.vgnkleio.nl/bronnen/miet-schijns-over-duitse-bezetting,9,KA42,"De Tilburgse Miet Schijns (1896-1984) hield tussen 1919-1947 een dagboek bij. In haar dagboeken heeft ze aandacht voor zowel lokale als internationale gebeurtenissen, en ze schroomt niet om haar mening te geven. Tijdens de Tweede Wereldoorlog was Miet uitgesproken anti-Duits en deed ze verzetswerk samen met haar zus Net.In hun huis in Tilburg boden Miet en Net tussen 1942 en 1944 onderdak aan diverse onderduikers, waaronder Franse krijgsgevangenen en een Amerikaanse piloot. Het huis fungeerde ook als belangrijke vergaderplek voor het verzet.De dagboeken van Miet vormen een waardevolle bron over het dagelijks leven in oorlogstijd in Tilburg. In het fragment van zondag 11 mei 1941 beschrijft ze onder andere het effect van overvliegende Duitse vliegtuigen en de onderdrukking van de vrije pers. Het fragment laat zien welke impact de Duitse bezetting had op het dagelijks leven, en hoe mensen ","De Tilburgse Miet Schijns (1896-1984) hield tussen 1919-1947 een dagboek bij. In haar dagboeken heeft ze aandacht voor zowel lokale als internationale gebeurtenissen, en ze schroomt niet om haar mening te geven. Tijdens de Tweede Wereldoorlog was Miet uitgesproken anti-Duits en deed ze verzetswerk samen met haar zus Net.In hun huis in Tilburg boden Miet en Net tussen 1942 en 1944 onderdak aan diverse onderduikers, waaronder Franse krijgsgevangenen en een Amerikaanse piloot. Het huis fungeerde ook als belangrijke vergaderplek voor het verzet.De dagboeken van Miet vormen een waardevolle bron over het dagelijks leven in oorlogstijd in Tilburg. In het fragment van zondag 11 mei 1941 beschrijft ze onder andere het effect van overvliegende Duitse vliegtuigen en de onderdrukking van de vrije pers. Het fragment laat zien welke impact de Duitse bezetting had op het dagelijks leven, en hoe mensen zich daaraan probeerden aan te passen.",/api/image-proxy?url=https%3A%2F%2Fwww.vgnkleio.nl%2Fwp-content%2Fuploads%2F2025%2F04%2FDagboek-1-1024x509.png
kleio|https://www.vgnkleio.nl/bronnen/kaart-duitse-bezettingszones-en-luchtbrug-tijdens-de-blokkade-van-berlijn-juni-1948-mei-1949,Kleio,TEXT,"Kaart Duitse bezettingszones en luchtbrug tijdens de Blokkade van Berlijn, juni 1948- mei 1949",https://www.vgnkleio.nl/bronnen/kaart-duitse-bezettingszones-en-luchtbrug-tijdens-de-blokkade-van-berlijn-juni-1948-mei-1949,9,KA42,"Advertentie Advertentie Kaart Duitse bezettingszones en luchtbrug tijdens de Blokkade van Berlijn, juni 1948- mei 1949 Ga naar de inhoud Terug naar overzicht Gepubliceerd op 05-04-2025 Gemaakt door Wikipedia user: Leerlaufprozess Advertentie Terug naar overzicht Kaart Duitse bezettingszones en luchtbrug tijdens de Blokkade van Berlijn, juni 1948- mei 1949 Europa●Duitsland Bovenbouw●Onderbouw HAVO●PO (BB)●TTO●VMBO-BB●VMBO-GL/TL●VMBO-KB●VWO Gepubliceerd op 05-04-2025 Bron: Gemaakt door Wikipedia user: Leerlaufprozess Advertentie Beheer toestemming Wij gebruiken functionele en analytische cookies op deze website. Wij slaan geen persoonlijke gegevens op, tenzij u die opzettelijk bij ons achterlaat. Functioneel Functioneel Altijd actief Noodzakelijke cookies helpen de website bruikbaar te maken, door basisfuncties als paginanavigatie. Zonder deze cookies kan de website niet goed werken. Voork","Advertentie Advertentie Kaart Duitse bezettingszones en luchtbrug tijdens de Blokkade van Berlijn, juni 1948- mei 1949 Ga naar de inhoud Terug naar overzicht Gepubliceerd op 05-04-2025 Gemaakt door Wikipedia user: Leerlaufprozess Advertentie Terug naar overzicht Kaart Duitse bezettingszones en luchtbrug tijdens de Blokkade van Berlijn, juni 1948- mei 1949 Europa●Duitsland Bovenbouw●Onderbouw HAVO●PO (BB)●TTO●VMBO-BB●VMBO-GL/TL●VMBO-KB●VWO Gepubliceerd op 05-04-2025 Bron: Gemaakt door Wikipedia user: Leerlaufprozess Advertentie Beheer toestemming Wij gebruiken functionele en analytische cookies op deze website. Wij slaan geen persoonlijke gegevens op, tenzij u die opzettelijk bij ons achterlaat. Functioneel Functioneel Altijd actief Noodzakelijke cookies helpen de website bruikbaar te maken, door basisfuncties als paginanavigatie. Zonder deze cookies kan de website niet goed werken. Voorkeuren Voorkeuren De technische opslag of toegang is noodzakelijk voor het legitieme doel voorkeuren op te slaan die niet door de abonnee of gebruiker zijn aangevraagd. Statistieken Statistieken De technische opslag of toegang die uitsluitend voor statistische doeleinden wordt gebruikt. Statistische cookies helpen ons begrijpen hoe bezoekers door de website bewegen, door anoniem gegevens te verzamelen. Marketing Marketing Marketingcookies worden gebruikt om gebruikersprofielen op te stellen voor het tonen van reclame, of om de gebruiker op een andere site te volgen voor soortgelijke marketingdoeleinden. Beheer optiesBeheer dienstenBeheer {vendor_count} leveranciersLees meer over deze doeleinden Accepteren Weigeren Bekijk voorkeuren Voorkeuren opslaan Bekijk voorkeuren{title}{title}{title}Beheer toestemming Menu",/api/image-proxy?url=https%3A%2F%2Fwww.vgnkleio.nl%2Fwp-content%2Fuploads%2F2025%2F04%2Fimage-20.png
